filename,width,height,class,xmin,ymin,xmax,ymax
20200219_091127.jpg,567,1008,Jug,237,94,335,193
20200219_091127.jpg,567,1008,Jug,222,1,344,114
20200219_091127.jpg,567,1008,Jug,376,391,458,464
20200219_091131.jpg,567,1008,Pinch,461,362,544,417
20200219_091131.jpg,567,1008,Pinch,308,592,351,634
20200219_091131.jpg,567,1008,Pinch,221,361,265,397
20200219_091131.jpg,567,1008,Pinch,377,786,417,828
20200219_091131.jpg,567,1008,Pinch,431,937,474,982
20200219_091131.jpg,567,1008,Pinch,247,690,275,721
20200219_091131.jpg,567,1008,Pinch,108,31,159,84
20200219_091131.jpg,567,1008,Jug,141,259,215,342
20200219_091131.jpg,567,1008,Jug,175,165,259,254
20200219_091131.jpg,567,1008,Jug,423,511,484,600
20200219_091131.jpg,567,1008,Jug,156,445,212,501
20200219_091131.jpg,567,1008,Pinch,180,535,217,566
20200219_091139.jpg,567,1008,Pinch,135,232,214,280
20200219_091139.jpg,567,1008,Pinch,166,538,240,577
20200219_091139.jpg,567,1008,Pinch,510,531,567,572
20200219_091139.jpg,567,1008,Pinch,477,743,534,777
20200219_091139.jpg,567,1008,Pinch,194,744,251,779
20200219_091139.jpg,567,1008,Pinch,210,898,259,923
20200219_091139.jpg,567,1008,Pinch,454,895,510,924
20200219_091139.jpg,567,1008,Pinch,218,980,266,1008
20200219_091139.jpg,567,1008,Pinch,451,980,498,1008
20200219_091139.jpg,567,1008,Hand Start,312,188,352,226
20200219_091139.jpg,567,1008,Hand Start,98,40,139,89
20200219_091139.jpg,567,1008,Jug,20,318,146,418
20200219_091139.jpg,567,1008,Jug,290,78,404,189
20200219_091139.jpg,567,1008,Jug,403,72,515,195
20200219_091139.jpg,567,1008,Pinch,1,981,34,1007
20200219_091140.jpg,567,1008,Pinch,127,206,222,263
20200219_091140.jpg,567,1008,Pinch,160,578,234,627
20200219_091140.jpg,567,1008,Pinch,523,526,567,566
20200219_091140.jpg,567,1008,Pinch,475,739,528,781
20200219_091140.jpg,567,1008,Pinch,173,806,237,849
20200219_091140.jpg,567,1008,Pinch,445,894,488,925
20200219_091140.jpg,567,1008,Pinch,436,975,475,1008
20200219_091140.jpg,567,1008,Pinch,185,961,239,999
20200219_091140.jpg,567,1008,Hand Start,348,145,396,196
20200219_091140.jpg,567,1008,Jug,273,490,381,602
20200219_091140.jpg,567,1008,Jug,331,2,459,143
20200219_091140.jpg,567,1008,Jug,456,5,567,156
20200219_091140.jpg,567,1008,Jug,1,310,133,443
20200219_091145.jpg,567,1008,Pinch,451,411,498,453
20200219_091145.jpg,567,1008,Pinch,199,428,267,477
20200219_091145.jpg,567,1008,Pinch,516,582,550,614
20200219_091145.jpg,567,1008,Pinch,383,640,428,670
20200219_091145.jpg,567,1008,Pinch,137,730,200,780
20200219_091145.jpg,567,1008,Pinch,456,741,489,769
20200219_091145.jpg,567,1008,Pinch,323,821,362,860
20200219_091145.jpg,567,1008,Pinch,406,866,437,900
20200219_091145.jpg,567,1008,Pinch,500,797,528,820
20200219_091145.jpg,567,1008,Pinch,551,678,567,705
20200219_091145.jpg,567,1008,Pinch,91,952,147,1007
20200219_091145.jpg,567,1008,Pinch,270,970,306,1008
20200219_091145.jpg,567,1008,Pinch,484,864,508,887
20200219_091145.jpg,567,1008,Pinch,389,945,420,977
20200219_091145.jpg,567,1008,Pinch,280,1,362,53
20200219_091145.jpg,567,1008,Pinch,548,116,567,162
20200219_091145.jpg,567,1008,Jug,368,195,481,298
20200219_091145.jpg,567,1008,Jug,63,268,194,409
20200219_091145.jpg,567,1008,Jug,1,282,61,396
20200219_091145.jpg,567,1008,Jug,184,518,314,647
20200219_091145.jpg,567,1008,Jug,340,680,404,760
20200219_091145.jpg,567,1008,Jug,331,595,402,662
20200219_091145.jpg,567,1008,Jug,288,405,380,500
20200219_091146.jpg,567,1008,Pinch,131,352,225,417
20200219_091146.jpg,567,1008,Pinch,535,341,567,382
20200219_091146.jpg,567,1008,Pinch,109,707,188,765
20200219_091146.jpg,567,1008,Pinch,392,818,433,861
20200219_091146.jpg,567,1008,Pinch,454,618,502,657
20200219_091146.jpg,567,1008,Pinch,516,872,551,905
20200219_091146.jpg,567,1008,Pinch,499,953,533,984
20200219_091146.jpg,567,1008,Pinch,340,964,383,1004
20200219_091146.jpg,567,1008,Pinch,99,934,167,985
20200219_091146.jpg,567,1008,Jug,364,17,524,181
20200219_091146.jpg,567,1008,Jug,144,472,304,619
20200219_091146.jpg,567,1008,Jug,390,668,481,762
20200219_091146.jpg,567,1008,Jug,364,567,461,650
20200219_091202.jpg,567,1008,Pinch,522,666,565,720
20200219_091202.jpg,567,1008,Sloper,300,491,358,549
20200219_091202.jpg,567,1008,Sloper,345,452,399,506
20200219_091202.jpg,567,1008,Sloper,1,319,76,402
20200219_091202.jpg,567,1008,Pinch,367,175,404,235
20200219_091208.jpg,567,1008,Sloper,225,347,319,441
20200219_091208.jpg,567,1008,Sloper,248,302,308,342
20200219_091208.jpg,567,1008,Sloper,169,391,228,460
20200219_091211.jpg,567,1008,Pinch,191,2,225,48
20200219_091215.jpg,567,1008,Sloper,8,243,60,292
20200219_091215.jpg,567,1008,Sloper,228,330,263,362
20200219_091215.jpg,567,1008,Sloper,203,359,236,394
20200219_091215.jpg,567,1008,Sloper,225,387,260,419
20200219_091215.jpg,567,1008,Pinch,360,491,397,534
20200219_091215.jpg,567,1008,Pinch,259,116,290,164
20200219_091331.jpg,567,1008,Sloper,212,353,287,428
20200219_091336.jpg,567,1008,Sloper,230,404,359,536
20200219_091341.jpg,567,1008,Pinch,315,422,370,472
20200219_091347.jpg,567,1008,Sloper,192,563,272,644
20200219_091407.jpg,567,1008,Sloper,269,429,327,492
20200219_091409.jpg,567,1008,Sloper,320,362,400,450
20200219_091410.jpg,567,1008,Sloper,285,330,358,415
20200219_091413.jpg,567,1008,Sloper,176,314,245,406
20200219_091414.jpg,567,1008,Sloper,243,324,311,409
20200219_091418.jpg,567,1008,Sloper,149,262,246,357
20200219_091418.jpg,567,1008,Sloper,276,340,352,423
20200219_091418.jpg,567,1008,Sloper,384,409,459,477
20200219_091419.jpg,567,1008,Sloper,104,205,234,336
20200219_091419.jpg,567,1008,Sloper,265,319,364,426
20200219_091419.jpg,567,1008,Sloper,395,411,478,501
20200219_091420.jpg,567,1008,Sloper,176,145,320,321
20200219_091420.jpg,567,1008,Sloper,313,326,406,448
20200219_091420.jpg,567,1008,Sloper,396,437,465,530
20200219_091420.jpg,567,1008,Hand Start,166,293,203,331
20200219_091420.jpg,567,1008,Hand Start,284,421,318,452
20200219_091421.jpg,567,1008,Hand Start,195,286,240,325
20200219_091421.jpg,567,1008,Hand Start,278,419,312,453
20200219_091421.jpg,567,1008,Sloper,230,145,353,319
20200219_091421.jpg,567,1008,Sloper,314,327,400,446
20200219_091421.jpg,567,1008,Sloper,366,442,427,527
20200219_091422.jpg,567,1008,Hand Start,224,329,254,360
20200219_091422.jpg,567,1008,Hand Start,247,428,274,452
20200219_091422.jpg,567,1008,Sloper,262,229,342,359
20200219_091422.jpg,567,1008,Sloper,279,360,339,452
20200219_091422.jpg,567,1008,Sloper,291,441,339,513
20200219_091423.jpg,567,1008,Sloper,193,290,272,406
20200219_091423.jpg,567,1008,Sloper,220,404,277,487
20200219_091423.jpg,567,1008,Sloper,239,481,285,546
20200219_091423.jpg,567,1008,Hand Start,163,381,192,410
20200219_091423.jpg,567,1008,Hand Start,189,465,217,492
20200219_091431.jpg,567,1008,Pinch,144,363,238,427
20200219_091431.jpg,567,1008,Crimp,272,385,353,449
20200219_091433.jpg,567,1008,Pinch,67,322,219,418
20200219_091433.jpg,567,1008,Crimp,281,349,423,452
20200219_091435.jpg,567,1008,Pinch,172,355,246,411
20200219_091435.jpg,567,1008,Crimp,272,328,359,407
20200219_091437.jpg,567,1008,Pinch,208,311,292,373
20200219_091437.jpg,567,1008,Crimp,318,281,422,370
20200219_091448.jpg,567,1008,Crimp,285,415,411,473
20200219_091449.jpg,567,1008,Crimp,384,367,490,442
20200219_091451.jpg,567,1008,Crimp,304,369,385,441
20200219_091453.jpg,567,1008,Crimp,268,269,376,380
20200219_091505.jpg,567,1008,Pinch,133,176,238,266
20200219_091505.jpg,567,1008,Pinch,226,464,322,537
20200219_091505.jpg,567,1008,Pinch,306,579,385,639
20200219_091505.jpg,567,1008,Pinch,2,222,39,266
20200219_091505.jpg,567,1008,Jug,318,93,410,178
20200219_091505.jpg,567,1008,Jug,341,411,412,486
20200219_091505.jpg,567,1008,Jug,449,402,513,457
20200219_091505.jpg,567,1008,Hand Start,552,430,567,454
20200219_091505.jpg,567,1008,Hand Start,443,678,459,693
20200219_091505.jpg,567,1008,Hand Start,462,680,474,695
20200219_091505.jpg,567,1008,Hand Start,228,770,243,784
20200219_091508.jpg,567,1008,Pinch,163,351,387,526
20200219_091510.jpg,567,1008,Pinch,136,293,360,503
20200219_091511.jpg,567,1008,Pinch,127,297,334,513
20200219_091512.jpg,567,1008,Pinch,199,289,471,513
20200219_091513.jpg,567,1008,Pinch,127,307,396,499
20200219_091515_004.jpg,920,517,Pinch,216,116,439,397
20200219_091515_006.jpg,920,517,Pinch,206,117,437,398
20200219_091515_008.jpg,920,517,Pinch,202,115,436,393
20200219_091515_009.jpg,920,517,Pinch,194,114,431,393
20200219_091515_010.jpg,920,517,Pinch,192,114,434,395
20200219_091515_012.jpg,920,517,Pinch,190,113,436,394
20200219_091515_013.jpg,920,517,Pinch,191,112,440,389
20200219_091515_018.jpg,920,517,Pinch,207,117,462,376
20200219_091515_019.jpg,920,517,Pinch,213,123,471,379
20200219_091515_020.jpg,920,517,Pinch,218,125,477,378
20200219_091515_021.jpg,920,517,Pinch,227,131,489,374
20200219_091515_022.jpg,920,517,Pinch,231,135,495,379
20200219_091515_023.jpg,920,517,Pinch,238,143,501,387
20200219_091515_026.jpg,920,517,Pinch,240,158,512,391
20200219_091515_028.jpg,920,517,Pinch,240,168,518,400
20200219_091520_021.jpg,920,517,Pinch,236,141,494,390
20200219_091520_021.jpg,920,517,Pinch,676,249,771,380
20200219_091520_021.jpg,920,517,Pinch,669,3,734,99
20200219_091520_021.jpg,920,517,Crimp,400,24,527,119
20200219_091520_024.jpg,920,517,Pinch,230,152,494,426
20200219_091520_024.jpg,920,517,Pinch,680,240,781,376
20200219_091520_024.jpg,920,517,Pinch,664,1,738,87
20200219_091520_024.jpg,920,517,Crimp,392,20,526,119
20200219_091520_024.jpg,920,517,Crimp,407,352,454,397
20200219_091520_024.jpg,920,517,Jug,781,105,832,174
20200219_091520_025.jpg,920,517,Jug,783,92,834,163
20200219_091520_025.jpg,920,517,Pinch,666,1,741,79
20200219_091520_025.jpg,920,517,Pinch,678,234,785,372
20200219_091520_025.jpg,920,517,Pinch,222,159,493,437
20200219_091520_025.jpg,920,517,Hand Start,409,361,455,410
20200219_091520_025.jpg,920,517,Crimp,391,16,526,127
20200219_091520_026.jpg,920,517,Crimp,389,14,525,127
20200219_091520_026.jpg,920,517,Hand Start,411,366,460,412
20200219_091520_026.jpg,920,517,Pinch,228,159,493,444
20200219_091520_026.jpg,920,517,Pinch,683,230,786,370
20200219_091520_026.jpg,920,517,Pinch,670,1,739,72
20200219_091520_026.jpg,920,517,Jug,780,85,836,153
20200219_091520_029.jpg,920,517,Pinch,228,164,498,472
20200219_091520_029.jpg,920,517,Pinch,692,214,793,354
20200219_091520_029.jpg,920,517,Pinch,697,1,748,41
20200219_091520_029.jpg,920,517,Crimp,390,2,520,121
20200219_091520_029.jpg,920,517,Hand Start,414,381,464,434
20200219_091520_029.jpg,920,517,Jug,790,42,844,117
20200219_091520_030.jpg,920,517,Pinch,231,161,496,474
20200219_091520_030.jpg,920,517,Pinch,693,206,798,353
20200219_091520_030.jpg,920,517,Pinch,696,1,754,30
20200219_091520_030.jpg,920,517,Crimp,388,1,519,116
20200219_091520_030.jpg,920,517,Hand Start,415,380,467,433
20200219_091520_030.jpg,920,517,Jug,796,33,855,104
20200219_091520_032.jpg,920,517,Crimp,386,1,530,107
20200219_091520_032.jpg,920,517,Pinch,231,155,506,473
20200219_091520_032.jpg,920,517,Hand Start,414,382,469,440
20200219_091520_032.jpg,920,517,Jug,808,1,861,74
20200219_091520_032.jpg,920,517,Pinch,700,188,805,333
20200219_091520_034.jpg,920,517,Pinch,228,141,505,465
20200219_091520_034.jpg,920,517,Pinch,703,158,809,306
20200219_091520_034.jpg,920,517,Crimp,388,1,549,84
20200219_091520_034.jpg,920,517,Hand Start,418,375,466,426
20200219_091520_037.jpg,920,517,Pinch,235,117,506,455
20200219_091520_037.jpg,920,517,Hand Start,420,359,467,411
20200219_091520_037.jpg,920,517,Pinch,707,106,813,256
20200219_091520_038.jpg,920,517,Pinch,242,119,507,456
20200219_091520_038.jpg,920,517,Pinch,708,97,813,249
20200219_091520_038.jpg,920,517,Hand Start,425,361,471,410
20200219_091520_040.jpg,920,517,Pinch,245,140,510,475
20200219_091520_040.jpg,920,517,Pinch,698,100,806,253
20200219_091520_040.jpg,920,517,Hand Start,423,378,477,439
20200219_091520_041.jpg,920,517,Pinch,264,149,519,484
20200219_091520_041.jpg,920,517,Pinch,712,97,813,246
20200219_091520_041.jpg,920,517,Crimp,386,1,540,85
20200219_091520_041.jpg,920,517,Hand Start,431,384,482,440
20200219_091520_043.jpg,920,517,Pinch,279,166,524,487
20200219_091520_043.jpg,920,517,Pinch,705,91,815,239
20200219_091520_043.jpg,920,517,Crimp,402,1,547,100
20200219_091520_043.jpg,920,517,Hand Start,442,393,496,443
20200219_091520_044.jpg,920,517,Pinch,714,88,816,236
20200219_091520_044.jpg,920,517,Pinch,284,169,525,491
20200219_091520_044.jpg,920,517,Hand Start,448,398,491,448
20200219_091520_044.jpg,920,517,Crimp,403,1,549,102
20200219_091520_046.jpg,920,517,Pinch,301,177,526,483
20200219_091520_046.jpg,920,517,Pinch,708,69,810,216
20200219_091520_046.jpg,920,517,Hand Start,454,392,500,436
20200219_091520_046.jpg,920,517,Crimp,402,1,547,116
20200219_091520_049.jpg,920,517,Pinch,318,181,519,474
20200219_091520_049.jpg,920,517,Pinch,701,47,799,187
20200219_091520_049.jpg,920,517,Hand Start,458,382,506,427
20200219_091520_049.jpg,920,517,Crimp,397,1,536,117
20200219_091520_050.jpg,920,517,Pinch,322,182,520,467
20200219_091520_050.jpg,920,517,Pinch,695,40,802,181
20200219_091520_050.jpg,920,517,Hand Start,461,381,503,421
20200219_091520_050.jpg,920,517,Crimp,398,1,532,120
20200219_091520_052.jpg,920,517,Pinch,323,180,509,468
20200219_091520_052.jpg,920,517,Pinch,691,29,781,167
20200219_091520_052.jpg,920,517,Hand Start,455,371,503,410
20200219_091520_052.jpg,920,517,Crimp,387,1,522,121
20200219_091520_054.jpg,920,517,Pinch,323,189,496,468
20200219_091520_054.jpg,920,517,Pinch,670,25,758,165
20200219_091520_054.jpg,920,517,Crimp,378,1,505,133
20200219_091520_054.jpg,920,517,Hand Start,451,374,488,412
20200219_091520_058.jpg,920,517,Pinch,329,168,484,417
20200219_091520_058.jpg,920,517,Pinch,647,1,733,130
20200219_091520_058.jpg,920,517,Hand Start,448,335,480,374
20200219_091520_058.jpg,920,517,Crimp,369,1,489,118
20200219_091520_060.jpg,920,517,Pinch,348,162,494,406
20200219_091520_060.jpg,920,517,Pinch,645,1,736,110
20200219_091520_060.jpg,920,517,Hand Start,462,324,494,358
20200219_091520_060.jpg,920,517,Crimp,380,1,497,113
20200219_091520_063.jpg,920,517,Pinch,368,158,509,389
20200219_091520_063.jpg,920,517,Pinch,661,1,744,94
20200219_091520_063.jpg,920,517,Hand Start,477,315,509,349
20200219_091520_063.jpg,920,517,Crimp,400,1,514,114
20200219_091520_066.jpg,920,517,Pinch,378,148,526,375
20200219_091520_066.jpg,920,517,Pinch,676,1,763,79
20200219_091520_066.jpg,920,517,Hand Start,482,301,518,334
20200219_091520_066.jpg,920,517,Crimp,413,1,529,105
20200219_091520_067.jpg,920,517,Pinch,378,143,522,368
20200219_091520_067.jpg,920,517,Pinch,672,1,771,81
20200219_091520_067.jpg,920,517,Hand Start,481,300,520,332
20200219_091520_067.jpg,920,517,Crimp,421,1,538,106
20200219_091520_068.jpg,920,517,Pinch,381,146,533,369
20200219_091520_068.jpg,920,517,Pinch,684,1,773,74
20200219_091520_068.jpg,920,517,Hand Start,484,295,523,334
20200219_091520_068.jpg,920,517,Crimp,425,1,541,104
20200219_091520_069.jpg,920,517,Pinch,383,142,534,365
20200219_091520_069.jpg,920,517,Hand Start,487,292,521,325
20200219_091520_069.jpg,920,517,Pinch,690,1,783,74
20200219_091520_069.jpg,920,517,Crimp,429,1,547,101
20200219_091520_070.jpg,920,517,Pinch,386,143,535,363
20200219_091520_070.jpg,920,517,Pinch,693,1,785,72
20200219_091520_070.jpg,920,517,Crimp,427,1,548,100
20200219_091520_070.jpg,920,517,Hand Start,487,293,519,326
20200219_091520_071.jpg,920,517,Pinch,385,139,536,359
20200219_091520_071.jpg,920,517,Crimp,427,1,558,98
20200219_091520_071.jpg,920,517,Hand Start,490,286,521,316
20200219_091520_071.jpg,920,517,Hand Start,393,449,419,471
20200219_091520_071.jpg,920,517,Hand Start,397,472,423,490
20200219_091520_071.jpg,920,517,Hand Start,691,242,705,262
20200219_091520_071.jpg,920,517,Hand Start,689,262,702,278
20200219_091520_073.jpg,920,517,Pinch,393,135,534,355
20200219_091520_073.jpg,920,517,Hand Start,490,284,519,310
20200219_091520_073.jpg,920,517,Hand Start,394,442,420,466
20200219_091520_073.jpg,920,517,Hand Start,397,463,423,484
20200219_091520_073.jpg,920,517,Hand Start,691,236,705,252
20200219_091520_073.jpg,920,517,Hand Start,687,253,706,274
20200219_091520_076.jpg,920,517,Pinch,389,146,540,365
20200219_091520_076.jpg,920,517,Hand Start,499,292,525,319
20200219_091520_076.jpg,920,517,Hand Start,399,448,426,472
20200219_091520_076.jpg,920,517,Hand Start,402,469,430,489
20200219_091520_076.jpg,920,517,Hand Start,696,237,710,256
20200219_091520_076.jpg,920,517,Hand Start,691,256,707,271
20200219_091520_076.jpg,920,517,Pinch,580,447,635,503
20200219_091520_077.jpg,920,517,Pinch,391,147,547,365
20200219_091520_077.jpg,920,517,Hand Start,502,295,531,320
20200219_091520_077.jpg,920,517,Hand Start,401,452,429,474
20200219_091520_077.jpg,920,517,Hand Start,406,470,435,487
20200219_091520_077.jpg,920,517,Hand Start,700,240,715,259
20200219_091520_077.jpg,920,517,Hand Start,694,258,712,275
20200219_091520_077.jpg,920,517,Pinch,578,447,642,506
20200219_091520_077.jpg,920,517,Hand Start,613,424,633,445
20200219_091520_080.jpg,920,517,Pinch,420,145,577,360
20200219_091520_080.jpg,920,517,Hand Start,528,293,552,323
20200219_091520_080.jpg,920,517,Hand Start,426,447,456,470
20200219_091520_080.jpg,920,517,Hand Start,429,467,457,491
20200219_091520_080.jpg,920,517,Hand Start,728,240,742,263
20200219_091520_080.jpg,920,517,Hand Start,724,263,741,278
20200219_091520_080.jpg,920,517,Pinch,603,446,666,510
20200219_091520_081.jpg,920,517,Pinch,421,141,584,358
20200219_091520_081.jpg,920,517,Pinch,1,44,51,223
20200219_091520_081.jpg,920,517,Pinch,608,452,674,511
20200219_091520_081.jpg,920,517,Hand Start,531,288,561,323
20200219_091520_081.jpg,920,517,Hand Start,432,445,462,469
20200219_091520_081.jpg,920,517,Hand Start,434,465,462,483
20200219_091520_081.jpg,920,517,Hand Start,735,244,749,260
20200219_091520_081.jpg,920,517,Hand Start,731,262,746,281
20200219_091520_081.jpg,920,517,Crimp,478,1,602,104
20200219_091520_082.jpg,920,517,Pinch,1,36,52,222
20200219_091520_082.jpg,920,517,Pinch,429,142,588,354
20200219_091520_082.jpg,920,517,Pinch,612,451,673,513
20200219_091520_082.jpg,920,517,Hand Start,535,288,564,319
20200219_091520_082.jpg,920,517,Hand Start,435,440,460,465
20200219_091520_082.jpg,920,517,Hand Start,435,463,464,478
20200219_091520_082.jpg,920,517,Hand Start,736,242,751,261
20200219_091520_082.jpg,920,517,Hand Start,731,256,752,283
20200219_091520_082.jpg,920,517,Crimp,484,1,606,97
20200219_091520_083.jpg,920,517,Pinch,425,133,583,353
20200219_091520_083.jpg,920,517,Pinch,613,448,677,507
20200219_091520_083.jpg,920,517,Pinch,1,29,64,213
20200219_091520_083.jpg,920,517,Hand Start,532,280,563,309
20200219_091520_083.jpg,920,517,Hand Start,432,438,463,461
20200219_091520_083.jpg,920,517,Hand Start,431,456,465,477
20200219_091520_085.jpg,920,517,Pinch,425,129,583,349
20200219_091520_085.jpg,920,517,Pinch,609,450,675,508
20200219_091520_085.jpg,920,517,Pinch,1,14,56,202
20200219_091520_085.jpg,920,517,Crimp,483,1,601,93
20200219_091520_085.jpg,920,517,Hand Start,531,276,559,303
20200219_091520_085.jpg,920,517,Hand Start,432,433,461,456
20200219_091520_085.jpg,920,517,Hand Start,435,457,462,475
20200219_091520_085.jpg,920,517,Hand Start,736,235,753,261
20200219_091520_085.jpg,920,517,Hand Start,731,257,747,277
20200219_091520_087.jpg,920,517,Pinch,421,120,574,334
20200219_091520_087.jpg,920,517,Pinch,604,446,670,507
20200219_091520_087.jpg,920,517,Pinch,1,10,52,192
20200219_091520_087.jpg,920,517,Hand Start,524,268,553,297
20200219_091520_087.jpg,920,517,Hand Start,429,432,455,453
20200219_091520_087.jpg,920,517,Hand Start,429,450,457,471
20200219_091520_087.jpg,920,517,Hand Start,732,242,745,259
20200219_091520_087.jpg,920,517,Hand Start,728,260,744,280
20200219_091520_087.jpg,920,517,Crimp,475,1,590,85
20200219_091520_089.jpg,920,517,Pinch,403,113,561,329
20200219_091520_089.jpg,920,517,Hand Start,511,259,538,288
20200219_091520_089.jpg,920,517,Hand Start,415,424,442,443
20200219_091520_089.jpg,920,517,Hand Start,416,443,444,464
20200219_091520_089.jpg,920,517,Hand Start,724,243,736,261
20200219_091520_089.jpg,920,517,Hand Start,718,262,739,278
20200219_091520_089.jpg,920,517,Pinch,596,449,664,511
20200219_091520_089.jpg,920,517,Pinch,1,2,57,161
20200219_091520_091.jpg,920,517,Pinch,386,112,544,333
20200219_091520_091.jpg,920,517,Pinch,582,465,646,517
20200219_091520_091.jpg,920,517,Hand Start,492,256,526,290
20200219_091520_091.jpg,920,517,Hand Start,396,423,424,446
20200219_091520_091.jpg,920,517,Hand Start,396,447,426,467
20200219_091520_093.jpg,920,517,Pinch,362,98,530,321
20200219_091520_093.jpg,920,517,Hand Start,473,252,505,291
20200219_091520_093.jpg,920,517,Hand Start,374,419,401,441
20200219_091520_093.jpg,920,517,Hand Start,375,439,406,463
20200219_091520_093.jpg,920,517,Pinch,565,466,632,517
20200219_091520_093.jpg,920,517,Hand Start,697,261,713,281
20200219_091520_093.jpg,920,517,Hand Start,691,281,714,295
20200219_091520_093.jpg,920,517,Pinch,691,1,782,74
20200219_091520_094.jpg,920,517,Pinch,362,98,518,316
20200219_091520_094.jpg,920,517,Pinch,684,1,776,81
20200219_091520_094.jpg,920,517,Hand Start,466,252,500,281
20200219_091520_094.jpg,920,517,Hand Start,367,413,396,439
20200219_091520_094.jpg,920,517,Hand Start,365,436,398,462
20200219_091520_094.jpg,920,517,Hand Start,692,262,706,282
20200219_091520_094.jpg,920,517,Hand Start,686,280,707,301
20200219_091520_094.jpg,920,517,Hand Start,553,469,625,517
20200219_091520_095.jpg,920,517,Pinch,351,91,506,312
20200219_091520_095.jpg,920,517,Pinch,673,1,773,79
20200219_091520_095.jpg,920,517,Pinch,543,469,615,517
20200219_091520_095.jpg,920,517,Hand Start,458,246,487,277
20200219_091520_095.jpg,920,517,Hand Start,355,406,385,433
20200219_091520_095.jpg,920,517,Hand Start,356,426,389,450
20200219_091520_096.jpg,920,517,Pinch,346,90,505,303
20200219_091520_096.jpg,920,517,Pinch,539,469,616,517
20200219_091520_096.jpg,920,517,Hand Start,450,241,479,271
20200219_091520_096.jpg,920,517,Hand Start,349,400,379,428
20200219_091520_096.jpg,920,517,Hand Start,346,421,382,444
20200219_091520_097.jpg,920,517,Pinch,342,84,496,295
20200219_091520_097.jpg,920,517,Hand Start,445,232,473,262
20200219_091520_097.jpg,920,517,Hand Start,339,393,368,414
20200219_091520_097.jpg,920,517,Hand Start,340,411,371,440
20200219_091520_097.jpg,920,517,Pinch,535,466,598,517
20200219_091520_099.jpg,920,517,Pinch,331,68,494,294
20200219_091520_099.jpg,920,517,Hand Start,435,222,468,255
20200219_091520_099.jpg,920,517,Hand Start,331,381,355,405
20200219_091520_099.jpg,920,517,Hand Start,332,403,362,426
20200219_091520_099.jpg,920,517,Hand Start,526,468,592,517
20200219_091530.jpg,567,1008,Pinch,1,1,251,242
